topic_id,question_id,question_text,option_1,option_2,option_3,option_4,option_5,correct_answer,explanation
calculation,CAL041,A pharmacist needs to prepare 300 mL of a 1 in 250 solution. How many grams of solute are required?,1.2 g,0.12 g,0.75 g,0.6 g,1 g,1.2 g,"1 in 250 means 1 g in 250 mL. Therefore, in 300 mL: (1 g / 250 mL) × 300 mL = 1.2 g."
calculation,CAL016,You need to prepare 500 mL of a 1 in 400 solution. How many grams of solute are required?,1.25 g,0.125 g,2.5 g,5 g,1 g,1.25 g,"1 in 400 means 1 g in 400 mL. Therefore, in 500 mL: (1 g / 400 mL) × 500 mL = 1.25 g."
formulation,FOR047,A solution is labeled as 1 in 50 w/v. How many grams of solute are in 250 mL of this solution?,2 g,4 g,5 g,6 g,8 g,5 g,1 in 50 means 1 g in 50 mL. Amount in 250 mL = (1 g/50 mL) × 250 mL = 5 g.
formulation,FOR071,A solution is labeled as 1 in 50 w/v. How many grams of solute are in 250 mL of this solution?,2 g,4 g,5 g,6 g,8 g,5 g,1 in 50 means 1 g in 50 mL. Amount in 250 mL = (1 g/50 mL) × 250 mL = 5 g.
formulation,FOR059,A solution is labeled as 1 in 50 w/v. How many grams of solute are in 500 mL?,2 g,4 g,5 g,6 g,8 g,2 g,1 in 50 means 1 g in 50 mL. Amount in 500 mL = (1 g/50 mL) × 500 mL = 10 g.
calculation,CAL086,A pharmacist needs to make 250 mL of a 1 in 50 solution. How many grams of solute are required?,5 g,0.5 g,2.5 g,1 g,10 g,5 g,"1 in 50 means 1 g in 50 mL. Therefore, in 250 mL: (1 g / 50 mL) × 250 mL = 5 g."
unit,UNI088,A concentration is given as 1 ppm (part per million). How many milligrams are in 1 liter of solution?,0.001 mg,0.01 mg,0.1 mg,1 mg,10 mg,1 mg,1 ppm means 1 mg per liter.
dilution,DIL025,"A stock solution is labeled as 1:1,000 w/v epinephrine. How many milligrams of epinephrine are in 1 mL?",0.001 mg,0.01 mg,0.1 mg,1 mg,10 mg,1 mg,"1:1,000 w/v means 1 g in 1,000 mL. Convert 1 g to mg: 1 g = 1,000 mg. Concentration = 1,000 mg / 1,000 mL = 1 mg/mL."
liquid,LIQ027,"A pharmacist is preparing a 1:10,000 epinephrine solution. How many milligrams of epinephrine are in 250 mL of this solution?",25 mg,50 mg,75 mg,100 mg,125 mg,25 mg,"1:10,000 means 1 g in 10,000 mL. Amount in 250 mL = (1 g/10,000 mL) × 250 mL = 0.025 g = 25 mg."
liquid,LIQ059,"A pharmacist is preparing a 1:100,000 epinephrine solution. How many milligrams of epinephrine are in 50 mL of this solution?",0.05 mg,0.5 mg,5 mg,10 mg,15 mg,0.05 mg,"1:100,000 means 1 g in 100,000 mL. Amount in 50 mL = (1 g/100,000 mL) × 50 mL = 0.0005 g = 0.05 mg."
dilution,DIL064,A 1:200 solution contains how many grams of solute in 500 mL?,1 g,2.5 g,5 g,7.5 g,10 g,2.5 g,1:200 means 1 g in 200 mL. Set up a proportion: 1 g : 200 mL = X g : 500 mL. X = (1 g × 500 mL) ÷ 200 mL = 2.5 g.
unit,UNI141,A pharmacy technician needs to prepare 250 mL of a 1:250 w/v solution. How many grams of the active ingredient are required?,1 g,2 g,3 g,4 g,5 g,2 g,1:250 w/v means 1 g in 250 mL. Calculate grams needed: (1 g / 250 mL) × 250 mL = 1 g.
dilution,DIL015,A pharmacist needs to prepare 250 mL of a 1:250 w/v solution. How many grams of the solute are required?,0.5 g,1 g,1.5 g,2 g,2.5 g,1 g,1:250 w/v means 1 g in 250 mL. Therefore 1 g of solute is required.
calculation,CAL062,A solution has a concentration of 1:2500 w/v. How many grams of solute are in 500 mL of this solution?,0.2 g,0.1 g,0.5 g,0.05 g,0.4 g,0.2 g,"1:2500 means 1 g in 2500 mL. Therefore, in 500 mL: (1 g / 2500 mL) × 500 mL = 0.2 g."
dilution,DIL076,A 1:500 solution contains how many grams of solute in 2 liters?,4 g,6 g,8 g,10 g,12 g,8 g,"1:500 means 1 g in 500 mL. Set up a proportion: 1 g : 500 mL = X g : 2,000 mL. X = (1 g × 2,000 mL) ÷ 500 mL = 8 g."
dilution,DIL094,A 1:500 solution contains how many grams of solute in 2 liters?,4 g,6 g,8 g,10 g,12 g,8 g,"1:500 means 1 g in 500 mL. Set up a proportion: 1 g : 500 mL = X g : 2,000 mL. X = (1 g × 2,000 mL) ÷ 500 mL = 8 g."
dilution,DIL108,A 1:500 solution contains how many grams of solute in 2 liters?,4 g,6 g,8 g,10 g,12 g,8 g,"1:500 means 1 g in 500 mL. Set up a proportion: 1 g : 500 mL = X g : 2,000 mL. X = (1 g × 2,000 mL) ÷ 500 mL = 8 g."
dilution,DIL138,A 1:500 solution contains how many grams of solute in 2 liters?,4 g,6 g,8 g,10 g,12 g,8 g,"1:500 means 1 g in 500 mL. Set up a proportion: 1 g : 500 mL = X g : 2,000 mL. X = (1 g × 2,000 mL) ÷ 500 mL = 8 g."
unit,UNI133,A pharmacy is preparing 100 mL of a 1:500 w/v solution. How many grams of the drug are needed?,1 g,2 g,3 g,4 g,5 g,2 g,1:500 w/v means 1 g in 500 mL. Calculate grams needed: (1 g / 500 mL) × 100 mL = 0.2 g.
calculation,CAL032,A solution has a concentration of 1:5000 w/v. How many milligrams of solute are in 250 mL of this solution?,50 mg,25 mg,75 mg,100 mg,500 mg,50 mg,"1:5000 means 1 g in 5000 mL, or 0.2 g in 1000 mL. Therefore, in 250 mL: (1 g / 5000 mL) × 250 mL = 0.05 g = 50 mg."
liquid,LIQ115,A pharmacist is preparing 150 mL of a 1.0% w/v solution. How many grams of the active ingredient are required?,1.0 g,1.25 g,1.5 g,1.75 g,2.0 g,1.5 g,1.0% w/v means 1.0 g per 100 mL. Amount needed = (1.0 g/100 mL) × 150 mL = 1.5 g.
liquid,LIQ082,"To prepare 400 mL of a 1.0% w/v syrup, how many grams of the active ingredient are required?",3.0 g,4.0 g,5.0 g,6.0 g,7.0 g,4.0 g,1.0% w/v means 1.0 g per 100 mL. Amount needed = (1.0 g/100 mL) × 400 mL = 4.0 g.
liquid,LIQ051,A pharmacist needs to prepare 200 mL of a 1.2% w/v suspension. How many grams of Drug A are required?,1.0 g,1.2 g,1.5 g,1.8 g,2.0 g,2.4 g,1.2% w/v means 1.2 g per 100 mL. Amount needed = (1.2 g/100 mL) × 200 mL = 2.4 g.
liquid,LIQ104,You need to prepare 350 mL of a 1.2% w/v syrup. How many grams of Drug G are required?,4.2 g,4.5 g,4.8 g,5.0 g,5.5 g,4.2 g,1.2% w/v means 1.2 g per 100 mL. Amount needed = (1.2 g/100 mL) × 350 mL = 4.2 g.
liquid,LIQ008,"To prepare 400 mL of a 1.2% w/v epinephrine solution, how many grams of epinephrine are required?",4.8 g,5 g,6 g,7.2 g,8 g,4.8 g,1.2% w/v means 1.2 g per 100 mL. Amount needed = (1.2 g/100 mL) × 400 mL = 4.8 g.
liquid,LIQ084,You need to prepare 600 mL of a 1.2% w/v syrup. How many grams of Drug U are required?,6.0 g,7.2 g,8.4 g,9.6 g,10.8 g,7.2 g,1.2% w/v means 1.2 g per 100 mL. Amount needed = (1.2 g/100 mL) × 600 mL = 7.2 g.
liquid,LIQ068,You need to prepare 100 mL of a 1.25% w/v syrup. How many grams of Drug L are required?,1.0 g,1.25 g,1.5 g,1.75 g,2.0 g,1.25 g,1.25% w/v means 1.25 g per 100 mL. Amount needed = 1.25 g.
liquid,LIQ100,You need to prepare 100 mL of a 1.25% w/v solution. How many grams of Drug D are required?,0.75 g,1.0 g,1.25 g,1.5 g,1.75 g,1.25 g,1.25% w/v means 1.25 g per 100 mL. Amount needed = 1.25 g.
liquid,LIQ048,"To prepare 150 mL of a 1.5% w/v solution, how many grams of the active ingredient are required?",1.0 g,1.5 g,2.0 g,2.5 g,3.0 g,2.25 g,1.5% w/v means 1.5 g per 100 mL. Amount needed = (1.5 g/100 mL) × 150 mL = 2.25 g.
liquid,LIQ106,"To prepare 200 mL of a 1.5% w/v syrup, how many grams of Drug I are required?",2.0 g,2.5 g,3.0 g,3.5 g,4.0 g,3.0 g,1.5% w/v means 1.5 g per 100 mL. Amount needed = (1.5 g/100 mL) × 200 mL = 3.0 g.
liquid,LIQ019,A pharmacist is preparing 350 mL of a 1.5% w/v syrup. How many grams of Drug G are needed?,2.5 g,3 g,4.5 g,5.25 g,6 g,5.25 g,1.5% w/v means 1.5 g per 100 mL. Amount needed = (1.5 g/100 mL) × 350 mL = 5.25 g.
liquid,LIQ064,"To prepare 600 mL of a 1.5% w/v syrup, how many grams of Drug K are required?",6 g,8 g,9 g,10 g,12 g,9 g,1.5% w/v means 1.5 g per 100 mL. Amount needed = (1.5 g/100 mL) × 600 mL = 9 g.
liquid,LIQ073,A pharmacist is preparing 600 mL of a 1.5% w/v syrup. How many grams of Drug O are required?,6 g,9 g,12 g,15 g,18 g,9 g,1.5% w/v means 1.5 g per 100 mL. Amount needed = (1.5 g/100 mL) × 600 mL = 9 g.
liquid,LIQ079,A pharmacist needs to prepare 100 mL of a 1.5% w/v solution. How many grams of the active ingredient are required?,1.0 g,1.25 g,1.5 g,1.75 g,2.0 g,1.5 g,1.5% w/v means 1.5 g per 100 mL. Amount needed = 1.5 g.
liquid,LIQ118,"To prepare 100 mL of a 1.5% w/v syrup, how many grams of Drug N are required?",1.0 g,1.25 g,1.5 g,1.75 g,2.0 g,1.5 g,1.5% w/v means 1.5 g per 100 mL. Amount needed = 1.5 g.
liquid,LIQ070,"To prepare 250 mL of a 1.8% w/v syrup, how many grams of Drug M are required?",2.5 g,3.0 g,3.6 g,4.0 g,4.5 g,4.5 g,1.8% w/v means 1.8 g per 100 mL. Amount needed = (1.8 g/100 mL) × 250 mL = 4.5 g.
liquid,LIQ077,A pharmacist is preparing 350 mL of a 1.8% w/v syrup. How many grams of Drug R are required?,5.0 g,6.3 g,7.0 g,7.5 g,8.0 g,6.3 g,1.8% w/v means 1.8 g per 100 mL. Amount needed = (1.8 g/100 mL) × 350 mL = 6.3 g.
liquid,LIQ097,A pharmacist is preparing 500 mL of a 1.8% w/v syrup. How many grams of Drug C are required?,7.0 g,8.5 g,9.0 g,9.5 g,10.0 g,9.0 g,1.8% w/v means 1.8 g per 100 mL. Amount needed = (1.8 g/100 mL) × 500 mL = 9.0 g.
calculation,CAL006,A cream contains 1% hydrocortisone. How many grams of hydrocortisone are in a 30 g tube?,0.3 g,3 g,0.03 g,0.15 g,0.6 g,0.3 g,"1% means 1 g in 100 g. Therefore, in 30 g: (1 g/100 g) × 30 g = 0.3 g."
calculation,CAL112,A solution contains 1% w/v of a drug. How many milligrams are in 250 mL of this solution?,2500 mg,25 mg,250 mg,2.5 mg,500 mg,2500 mg,"1% means 1 g in 100 mL. Therefore, in 250 mL: (1 g / 100 mL) × 250 mL = 2.5 g = 2500 mg."
calculation,CAL018,How many milligrams of a drug are in 50 mL of a 1% w/v solution?,500 mg,50 mg,5 mg,100 mg,1000 mg,500 mg,"1% w/v means 1 g in 100 mL. Therefore, in 50 mL: (1 g / 100 mL) × 50 mL = 0.5 g = 500 mg."
formulation,FOR029,A pharmacist needs to prepare 250 mL of a 1% w/v lidocaine solution using lidocaine powder and a solvent. How many grams of lidocaine are required?,1 g,2 g,2.5 g,3 g,3.5 g,2.5 g,1% w/v means 1 g per 100 mL. Amount needed = (1 g/100 mL) × 250 mL = 2.5 g.
formulation,FOR067,A pharmacist needs to prepare 250 mL of a 1% w/v lidocaine solution using lidocaine hydrochloride (MW = 270 g/mol). How many grams are required?,2 g,4 g,5 g,6 g,7 g,5 g,1% w/v means 1 g per 100 mL. Amount needed = (1 g/100 mL) × 250 mL = 2.5 g.
formulation,FOR080,A pharmacist needs to prepare 250 mL of a 1% w/v lidocaine solution using lidocaine powder and a solvent. How many grams of lidocaine are required?,2 g,4 g,5 g,6 g,7 g,5 g,1% w/v means 1 g per 100 mL. Amount needed = (1 g/100 mL) × 250 mL = 2.5 g.
liquid,LIQ066,"To make 450 mL of a 1% w/v syrup, how many grams of the active ingredient are needed?",3 g,4 g,4.5 g,5 g,6 g,4.5 g,1% w/v means 1 g per 100 mL. Amount needed = (1 g/100 mL) × 450 mL = 4.5 g.
compounding,COM018,You need to compound 50 mL of a 1% w/v nasal spray containing xylometazoline. How many milligrams of xylometazoline are required?,250 mg,300 mg,400 mg,500 mg,600 mg,500 mg,1% w/v means 1 g per 100 mL. Amount needed = (1 g/100 mL) × 50 mL = 0.5 g = 500 mg.
liquid,LIQ094,"To prepare 600 mL of a 1% w/v syrup, how many grams of the active ingredient are required?",5 g,6 g,7 g,8 g,9 g,6 g,1% w/v means 1 g per 100 mL. Amount needed = (1 g/100 mL) × 600 mL = 6 g.
liquid,LIQ005,A pharmacist needs to prepare 100 mL of a 1% w/v syrup containing dextromethorphan. How many grams of dextromethorphan are required?,0.5 g,1 g,1.5 g,2 g,2.5 g,1 g,1% w/v means 1 g per 100 mL. Amount needed = 1 g.
compounding,COM013,A compounded topical gel requires 1% clindamycin phosphate. How many grams of clindamycin phosphate are needed to prepare 30 g of the gel?,0.1 g,0.2 g,0.3 g,0.4 g,0.5 g,0.3 g,1% w/w means 1 g per 100 g. Amount needed = (1 g/100 g) × 30 g = 0.3 g.
compounding,COM004,"To prepare 100 g of a 1% hydrocortisone cream, how much hydrocortisone powder is required?",0.5 g,0.75 g,1 g,1.5 g,2 g,1 g,1% w/w means 1 g per 100 g. Amount needed = 1 g.
unit,UNI170,A solution contains 10% dextrose and 0.9% sodium chloride. How many grams of dextrose are in 1 liter of this solution?,9 g,90 g,100 g,109 g,190 g,100 g,"10% w/v dextrose means 10 g per 100 mL. Calculate grams in 1,000 mL: (10 g / 100 mL) × 1,000 mL = 100 g."
liquid,LIQ003,A syrup requires 10% w/v of sucrose. How many grams of sucrose are needed to prepare 200 mL of this syrup?,10 g,15 g,20 g,25 g,30 g,20 g,10% w/v means 10 g per 100 mL. Amount needed = (10 g/100 mL) × 200 mL = 20 g.
unit,UNI048,A solution has a concentration of 10% w/v. How many grams of solute are in 250 mL of solution?,10 g,15 g,20 g,25 g,30 g,25 g,"10% w/v means 10 g per 100 mL. So, (10 g / 100 mL) × 250 mL = 25 g."
dilution,DIL069,How many grams of glucose are needed to prepare 1 liter of a 10% w/v dextrose solution?,50 g,75 g,100 g,125 g,150 g,100 g,"10% w/v means 10 g per 100 mL. Total grams = (10 g/100 mL) × 1,000 mL = 100 g."
dilution,DIL073,How many grams of dextrose are needed to prepare 1 liter of a 10% w/v dextrose solution?,10 g,20 g,25 g,30 g,35 g,100 g,"10% w/v means 10 g per 100 mL. Total grams = (10 g/100 mL) × 1,000 mL = 100 g."
dilution,DIL098,How many grams of glucose are needed to prepare 1 liter of a 10% w/v dextrose solution?,15 g,20 g,25 g,30 g,35 g,25 g,"10% w/v means 10 g per 100 mL. Total grams = (10 g/100 mL) × 1,000 mL = 100 g."
dilution,DIL137,How many grams of glucose are needed to prepare 1 liter of a 10% w/v dextrose solution?,50 g,75 g,100 g,125 g,150 g,100 g,"10% w/v means 10 g per 100 mL. Total grams = (10 g/100 mL) × 1,000 mL = 100 g."
compounding,COM016,"To prepare 200 g of a 10% sulfur ointment, how much sulfur powder is needed?",10 g,15 g,20 g,25 g,30 g,20 g,10% w/w means 10 g per 100 g. Amount needed = (10 g/100 g) × 200 g = 20 g.
liquid,LIQ035,A syrup contains 12% w/v of Drug Q. How many grams of Drug Q are present in 150 mL of this syrup?,1.2 g,1.8 g,2.0 g,2.5 g,3.0 g,1.8 g,12% w/v means 12 g per 100 mL. Amount in 150 mL = (12 g/100 mL) × 150 mL = 18 g.
stability,STA004,"A pharmacist compounds an oral suspension with a stability of 14 days when refrigerated. If the patient collects it on April 10, when is the beyond-use date?",April 23,April 24,April 25,April 26,April 27,April 24,14 days from April 10 is April 24.
calculation,CAL026,A solution contains 15% w/v glucose. How many grams of glucose are in 250 mL of this solution?,37.5 g,15 g,30 g,25 g,50 g,37.5 g,"15% w/v means 15 g in 100 mL. Therefore, in 250 mL: (15 g / 100 mL) × 250 mL = 37.5 g."
compounding,COM029,A pharmacist needs to prepare 250 g of a 15% w/w urea cream. How many grams of urea are required?,25 g,30 g,37.5 g,40 g,45 g,37.5 g,15% w/w means 15 g per 100 g. Amount needed = (15 g/100 g) × 250 g = 37.5 g.
compounding,COM006,You are preparing a compounded ointment that requires 15% salicylic acid in a base. How many grams of salicylic acid are needed to prepare 60 g of the ointment?,6 g,7.5 g,9 g,10.5 g,12 g,9 g,15% w/w means 15 g per 100 g. Amount needed = (15 g/100 g) × 60 g = 9 g.
liquid,LIQ081,A syrup formulation contains 2.5% w/v of Drug T. How many grams of Drug T are present in 200 mL of this syrup?,2.0 g,3.0 g,4.0 g,5.0 g,6.0 g,5.0 g,2.5% w/v means 2.5 g per 100 mL. Amount in 200 mL = (2.5 g/100 mL) × 200 mL = 5.0 g.
liquid,LIQ076,You need to prepare 150 mL of a 2.5% w/v solution. How many grams of the active ingredient are required?,2.5 g,3.5 g,3.75 g,4.0 g,4.5 g,3.75 g,2.5% w/v means 2.5 g per 100 mL. Amount needed = (2.5 g/100 mL) × 150 mL = 3.75 g.
liquid,LIQ110,"To prepare 150 mL of a 2.5% w/v syrup, how many grams of the active ingredient are required?",2.5 g,3.0 g,3.75 g,4.0 g,4.5 g,3.75 g,2.5% w/v means 2.5 g per 100 mL. Amount needed = (2.5 g/100 mL) × 150 mL = 3.75 g.
calculation,CAL024,An ointment requires 2% of an active ingredient. How many grams of the active ingredient are needed to prepare 60 g of the ointment?,1.2 g,0.12 g,3 g,0.6 g,2 g,1.2 g,"2% means 2 g in 100 g. Therefore, in 60 g: (2 g / 100 g) × 60 g = 1.2 g."
calculation,CAL044,An injection contains 2% lidocaine. How many milligrams of lidocaine are in 5 mL?,100 mg,10 mg,200 mg,50 mg,20 mg,100 mg,"2% means 2 g in 100 mL. Therefore, in 5 mL: (2 g / 100 mL) × 5 mL = 0.1 g = 100 mg."
calculation,CAL101,A solution contains 2% w/v of a drug. How many milligrams are in 75 mL of this solution?,1500 mg,15 mg,750 mg,300 mg,1.5 mg,1500 mg,"2% means 2 g in 100 mL. Therefore, in 75 mL: (2 g / 100 mL) × 75 mL = 1.5 g = 1500 mg."
liquid,LIQ098,"To prepare 150 mL of a 2% w/v solution, how many grams of the active ingredient are required?",2.0 g,2.5 g,3.0 g,3.5 g,4.0 g,3.0 g,2% w/v means 2 g per 100 mL. Amount needed = (2 g/100 mL) × 150 mL = 3.0 g.
compounding,COM036,You need to compound 250 mL of a 2% w/v chlorhexidine gluconate solution for mouthwash. How many grams of chlorhexidine gluconate are required?,2 g,4 g,5 g,6 g,8 g,5 g,2% w/v means 2 g per 100 mL. Amount needed = (2 g/100 mL) × 250 mL = 5 g.
formulation,FOR072,A pharmacist needs to prepare 250 mL of a 2% w/v lidocaine solution using lidocaine hydrochloride (MW = 270 g/mol). How many grams are required?,2 g,4 g,5 g,6 g,7 g,5 g,2% w/v means 2 g per 100 mL. Amount needed = (2 g/100 mL) × 250 mL = 5 g.
liquid,LIQ001,A pharmacist needs to prepare 300 mL of a 2% w/v syrup containing chlorpheniramine maleate. How many grams of chlorpheniramine maleate are required?,3 g,4 g,5 g,6 g,7 g,6 g,2% w/v means 2 g per 100 mL. Amount needed = (2 g/100 mL) × 300 mL = 6 g.
compounding,COM024,"To prepare 60 mL of a 2% w/v lidocaine viscous solution, how many grams of lidocaine are required?",0.6 g,0.8 g,1 g,1.2 g,1.5 g,1.2 g,2% w/v means 2 g per 100 mL. Amount needed = (2 g/100 mL) × 60 mL = 1.2 g.
unit,UNI166,A pharmacist needs to prepare 500 mL of a 2% w/v lidocaine solution for topical use. Lidocaine powder is available. How many grams of lidocaine are required?,5 g,10 g,15 g,20 g,25 g,10 g,2% w/v means 2 g per 100 mL. Calculate grams needed: (2 g / 100 mL) × 500 mL = 10 g.
dilution,DIL014,You have a 2% solution of Drug B. How many grams of Drug B are in 150 mL of this solution?,1 g,2 g,3 g,4 g,5 g,3 g,2% w/v means 2 g per 100 mL. Total grams = (2 g/100 mL) × 150 mL = 3 g.
compounding,COM001,A pharmacist needs to prepare 150 mL of a 2% w/v sodium chloride oral solution. How many grams of sodium chloride are required?,2 g,3 g,4 g,5 g,6 g,3 g,2% w/v means 2 g per 100 mL. Total grams = (2 g/100 mL) × 150 mL = 3 g.
dilution,DIL042,A 500 mL solution contains 2% w/v of Drug E. How many grams of Drug E are in the solution?,5 g,10 g,15 g,20 g,25 g,10 g,2% w/v means 2 g per 100 mL. Total grams = (2 g/100 mL) × 500 mL = 10 g.
dilution,DIL060,A 500 mL solution contains 2% w/v of Drug E. How many grams of Drug E are in the solution?,5 g,10 g,15 g,20 g,25 g,10 g,2% w/v means 2 g per 100 mL. Total grams = (2 g/100 mL) × 500 mL = 10 g.
dilution,DIL032,A pharmacist needs to prepare 200 mL of a 2% w/v solution using a powder. How many grams of powder are required?,2 g,4 g,6 g,8 g,10 g,4 g,2% w/v means 2 g per 100 mL. Total grams needed = (2 g/100 mL) × 200 mL = 4 g.
formulation,FOR040,A pharmacist needs to make 500 g of a cream containing 2% w/w hydrocortisone. How many grams of hydrocortisone are required?,5 g,7.5 g,10 g,12.5 g,15 g,10 g,2% w/w means 2 g per 100 g. Amount needed = (2 g/100 g) × 500 g = 10 g.
compounding,COM032,You are asked to compound 75 g of a cream containing 0.5% hydrocortisone and 2% salicylic acid. How many grams of salicylic acid are needed?,0.75 g,1 g,1.5 g,2 g,2.5 g,1.5 g,2% w/w means 2 g per 100 g. Amount needed = (2 g/100 g) × 75 g = 1.5 g.
compounding,COM043,A prescription requires 100 g of a cream containing 2% ketoconazole. How many grams of ketoconazole are needed?,1 g,1.5 g,2 g,2.5 g,3 g,1.5 g,2% w/w means 2 g per 100 g. Amount needed = (2 g/100 g) × 75 g = 1.5 g.
compounding,COM049,A prescription calls for 75 g of a cream containing 2% ketoconazole. How many grams of ketoconazole are needed?,1 g,1.5 g,2 g,2.5 g,3 g,1.5 g,2% w/w means 2 g per 100 g. Amount needed = 1.5 g.
formulation,FOR051,You have 250 mL of a 20% w/v glucose solution. How many grams of solute are present?,25 g,30 g,40 g,45 g,50 g,50 g,20% w/v means 20 g per 100 mL. Amount in 250 mL = (20 g/100 mL) × 250 mL = 50 g.
liquid,LIQ049,A syrup contains 20% w/v of Drug Y. How many grams of Drug Y are present in 250 mL of this syrup?,40 g,45 g,50 g,55 g,60 g,50 g,20% w/v means 20 g per 100 mL. Amount in 250 mL = (20 g/100 mL) × 250 mL = 50 g.
unit,UNI114,A solution is 20% w/w. How many grams of solute are in 100 grams of solution?,2 g,5 g,10 g,20 g,25 g,20 g,20% w/w means 20 g of solute in 100 g of solution.
stability,STA022,"A medication has an expiry date of October 2025. Due to stability concerns, the pharmacist reduces the shelf life by 25%. What is the new expiry date?",January 2025,April 2025,July 2025,October 2025,January 2026,July 2025,"25% of the time from now until October 2025 is reduced. If today is October 2023, remaining shelf life is 24 months. Reduced shelf life = 24 months × 75% = 18 months. New expiry date = October 2023 + 18 months = April 2025. But April 2025 is not an option. Alternatively, since 25% of original expiry date (October 2025) is reduced, new expiry date is July 2025."
calculation,CAL092,A patient is prescribed 0.25 mg of digoxin daily. Tablets are available as 125 mcg and 250 mcg. Which strength should be supplied and how many tablets per dose?,250 mcg tablets,one tablet per dose,125 mcg tablets,two tablets per dose,125 mcg tablets,one tablet per dose,"250 mcg tablets half tablet per dose Either strength can be used 250 mcg tablets one tablet per dose 0.25 mg = 250 mcg. Therefore, supply 250 mcg tablets, one tablet per dose."
